,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,x-tsne,y-tsne,x-bin,y-bin
154,-0.87520033,-1.1202642,-0.7812145,0.7687977,-0.18675336,0.48748598,0.40068564,-0.27380127,-0.8064223,0.026416821,-1.4123476,-9.437758,10.534483,-9,10
155,-0.8442765,-1.0922942,-0.83669597,0.76934165,-0.29337057,0.53756547,0.7590535,0.62824374,-0.2852015,0.024399616,-1.355934,-10.5777235,8.891089,-10,8
156,-0.7941661,-0.95593256,-0.8558497,0.7690924,-0.39789215,0.5519461,1.0433826,1.1054745,0.029615855,0.010508461,-1.356121,-11.094162,8.197084,-11,8
157,-0.7286378,-0.8299569,-0.86455476,0.75917697,-0.5034541,0.39603916,1.2774898,0.48881918,-0.043437798,-0.19564831,-1.3801415,-11.159378,8.314901,-11,8
158,-0.6492866,-0.7110536,-0.8525669,0.7309677,-0.6125576,0.36936572,1.505822,1.0161933,0.50460684,-0.39939052,-1.4468058,-12.094918,6.9117894,-12,6
159,-0.5582562,-0.59544337,-0.8160225,0.6835568,-0.7275913,0.20107266,1.6685249,0.44803515,0.52218825,-0.6252542,-1.5326886,-12.3013935,6.29377,-12,6
160,-0.45753846,-0.4957315,-0.75419515,0.61432457,-0.85025233,0.11713106,1.8291508,0.81487286,1.0853306,-0.8883644,-1.6438041,-13.350323,5.399112,-13,5
161,-0.34862858,-0.36189264,-0.6497205,0.5219364,-0.98213655,-0.01653989,1.9425759,0.8867632,1.5026917,-1.1446668,-1.7462162,-14.16836,4.6326656,-14,4
162,-0.23396409,-0.20681787,-0.5055576,0.4063099,-1.1244586,-0.15524174,2.0202372,1.0849912,1.9981171,-1.408868,-1.7462162,-15.198417,3.8096623,-15,3
163,-0.11590285,-0.02172819,-0.31847283,0.26707694,-1.2782505,-0.31439826,2.0580132,1.271621,2.4892168,-1.6737362,-1.7462162,-16.37161,3.1072607,-16,3
164,0.0032828571,0.18497165,-0.09134905,0.104338296,-1.4440536,-0.4977762,2.0565708,1.3605287,2.918808,-1.9358889,-1.7462162,-17.55548,2.6950922,-17,2
165,0.12106508,0.40416893,0.17228338,-0.08180871,-1.6224644,-0.69467586,2.0069492,1.4349849,3.3279922,-2.2002375,-1.7462162,-18.406557,2.267746,-18,2
166,0.23015997,0.65587276,0.46904778,-0.2969988,-1.7686609,-0.7349977,1.7622371,1.7989644,3.591062,-2.4576502,-1.1888419,-19.332796,1.6555563,-19,1
167,0.32496917,0.9620147,0.7826774,-0.53218067,-1.8227122,-0.68437445,1.5523239,2.081889,3.591062,-2.4576502,-0.30440634,-20.185171,1.0605618,-20,1
168,0.40883794,1.2998216,1.0930568,-0.76137036,-1.8275018,-0.6838649,1.3916744,1.4218483,3.152773,-2.4390218,0.13126338,-20.31153,0.39421368,-20,0
169,0.48475942,1.2790086,1.2691622,-0.96128184,-1.8076386,-0.80812454,1.2919029,-1.3433398,1.2774881,-2.0170767,0.3883659,-17.336172,-5.441258,-17,-5
170,0.55588967,0.9626206,1.325514,-1.1257689,-1.7683551,-0.77523386,1.2265232,-2.4862356,0.31436685,-1.6393455,0.6362442,-16.35657,-6.5682845,-16,-6
171,0.623737,0.54163593,1.3222579,-1.2582119,-1.711962,-0.66717386,1.1814779,-2.7600064,-0.14230356,-1.2955995,0.8323819,-15.6836815,-7.2115374,-15,-7
172,0.689385,0.11872707,1.2925826,-1.3610226,-1.6411012,-0.517043,1.1527697,-2.561121,-0.32188782,-0.9731786,1.0115814,-14.946173,-7.6624064,-14,-7
173,0.7538667,-0.25298077,1.2542695,-1.4354843,-1.5596753,-0.35345984,1.1420032,-2.1376154,-0.35742545,-0.65895915,1.1065364,-14.027611,-8.19173,-14,-8
174,0.8182909,-0.5507524,1.2162501,-1.4818861,-1.4769619,-0.1961739,1.1503038,-1.6365848,-0.32432953,-0.34353724,1.0452344,-12.994613,-8.793227,-12,-8
175,0.8836396,-0.76784533,1.1825051,-1.5000856,-1.4035109,-0.047644023,1.1723142,-1.1196163,-0.26404116,-0.02634425,0.8665531,-11.900698,-9.476578,-11,-9
176,0.95046896,-0.9032488,1.1543524,-1.4900564,-1.3449001,0.09777898,1.1991198,-0.60141724,-0.19817159,0.28960624,0.66048473,-10.854722,-10.302155,-10,-10
177,1.0187863,-0.9566535,1.1317697,-1.4520372,-1.2999029,0.2466096,1.2213941,-0.07828817,-0.13702326,0.6014107,0.5134726,-9.941211,-11.236213,-9,-11
178,1.0880879,-0.92707556,1.1140763,-1.3864516,-1.261845,0.4025361,1.2313105,0.4537576,-0.0858923,0.9078174,0.48037907,-8.940051,-12.331413,-8,-12
179,1.1576848,-0.81642216,1.0998574,-1.2934526,-1.2257155,0.553379,1.2306451,0.95591176,-0.055433195,1.2159806,0.46340734,-7.906032,-13.741905,-7,-13
180,1.2260075,-0.654756,1.0850608,-1.179496,-1.1916952,0.61165947,1.1894705,1.1019996,-0.09933871,1.377478,0.42573455,-7.3939805,-14.206186,-7,-14
181,1.2910502,-0.4798254,1.0672113,-1.0561534,-1.1594421,0.61991435,1.1216971,1.1240964,-0.12571476,1.4262495,0.4175781,-6.765568,-14.384264,-6,-14
182,1.351764,-0.3035606,1.0475194,-0.9300734,-1.1268158,0.6151476,1.045023,1.1187457,-0.14173347,1.438807,0.43538415,-6.055355,-14.591394,-6,-14
183,1.407845,-0.12579012,1.0268376,-0.80264425,-1.0918585,0.6168622,0.9667656,1.1431605,-0.14847894,1.4565067,0.4779779,-5.391633,-14.987202,-5,-14
184,1.4592865,0.06233436,1.005935,-0.6717762,-1.052329,0.64202493,0.8895038,1.2503705,-0.14678274,1.5159512,0.55386454,-4.5391264,-15.602348,-4,-15
185,1.5060822,0.26732907,0.9831205,-0.5330022,-1.0061172,0.6852732,0.8109428,1.3577324,-0.19234133,1.6337613,0.651175,-3.272281,-16.419882,-3,-16
186,1.5479536,0.46198964,0.9488715,-0.3841976,-0.95410097,0.6856998,0.7253305,1.1192458,-0.40954626,1.7406856,0.70443076,-1.7811519,-17.011366,-1,-17
187,1.5844998,0.60616076,0.89376706,-0.2281422,-0.8987534,0.65174234,0.6334173,0.715678,-0.6719008,1.7962226,0.7376029,0.040514424,-17.264912,0,-17
188,1.6153704,0.69278204,0.8211961,-0.071842715,-0.84013516,0.5954504,0.5364867,0.3869991,-0.8113913,1.7461601,0.7892589,1.087425,-16.844784,1,-16
189,1.640463,0.7439799,0.74522233,0.07484474,-0.77631813,0.5301704,0.44115764,0.26472947,-0.75043774,1.5808426,0.8724058,1.6792088,-16.297989,1,-16
190,1.6600488,0.783867,0.67926526,0.20361607,-0.70484245,0.46041498,0.35276455,0.24295971,-0.5812052,1.3446696,0.9878087,2.2647603,-15.426812,2,-15
191,1.6745987,0.8157952,0.6282897,0.30913767,-0.6234528,0.37761685,0.27279848,0.16360372,-0.40594116,1.0597771,1.1294178,2.8485203,-14.229577,2,-14
192,1.684611,0.8378392,0.59391356,0.38846827,-0.53019077,0.29825193,0.20074293,0.11726179,-0.19951156,0.7576494,1.2955743,3.2155914,-12.771021,3,-12
193,1.6904693,0.85708094,0.57826316,0.44163463,-0.42327914,0.23239551,0.13342218,0.12788837,0.02468199,0.47330612,1.4832594,3.3118172,-11.309889,3,-11
194,1.6923583,0.8855099,0.5827937,0.47163814,-0.3013763,0.1897327,0.06759462,0.23389149,0.26458964,0.23841669,1.6842186,3.1404548,-9.900096,3,-9
195,1.6903447,0.9320647,0.6070475,0.483052,-0.16437197,0.16118616,0.002736741,0.35834968,0.47828597,0.056549314,1.7532837,3.03169,-9.280934,3,-9
196,1.6844625,0.99269867,0.64786047,0.47898766,-0.012771222,0.12946226,-0.061789952,0.4130029,0.6454436,-0.10856836,1.7532837,2.9526927,-8.851642,2,-8
197,1.6747279,1.0532689,0.70091623,0.4600048,0.15344732,0.08596823,-0.12605725,0.35766986,0.75988066,-0.27787828,1.7532837,2.9452238,-8.4803,2,-8
198,1.6611189,1.0997945,0.76209235,0.42643312,0.33490366,0.03915013,-0.19124062,0.23437813,0.83223486,-0.43560937,1.7532837,3.0115404,-8.146206,3,-8
199,1.6435634,1.1249583,0.8278542,0.38054723,0.5328536,0.000277677,-0.25778282,0.08579723,0.8654028,-0.55394644,1.7532837,3.1424417,-7.834667,3,-7
200,1.6220531,1.1244596,0.8937148,0.32729435,0.74845374,-0.023287633,-0.32292625,-0.09216814,0.8346033,-0.6008393,1.7532837,3.313579,-7.536626,3,-7
201,1.596824,1.0915371,0.9528418,0.27397034,0.981962,-0.028761726,-0.38143137,-0.32654935,0.71067864,-0.5557099,1.7532837,3.5002904,-7.283218,3,-7
202,1.5726948,1.0388423,1.000049,0.23241696,1.1518373,-0.08453577,-0.2975858,-0.33849788,0.55872273,-0.34241968,1.3486751,3.5577543,-7.118651,3,-7
203,1.5514874,0.9934371,1.03733,0.20761493,1.2125186,-0.094851896,-0.28226742,-0.24599347,0.48287937,-0.18018106,0.3441922,7.1107755,-0.050258756,7,0
204,1.5300354,0.9672231,1.0670671,0.20061426,1.2175013,-0.059241325,-0.30126974,-0.20227969,0.32260424,0.06229927,-0.14476402,7.0471582,0.40036884,7,0
205,1.5068432,0.93719685,1.0796678,0.21535493,1.1969258,-0.0067690415,-0.33894983,-0.15235585,0.16903989,0.30427766,-0.34767368,7.033516,0.90832734,7,0
206,1.4809997,0.9206931,1.0825405,0.24914026,1.167155,0.04550961,-0.38894957,-0.04131387,0.09174938,0.4903951,-0.40000147,7.0320373,1.0987091,7,1
207,1.4519104,0.91752905,1.0805697,0.29520765,1.1365138,0.07285875,-0.4467341,0.011566299,0.05390274,0.5803061,-0.3795924,7.0260234,1.1707082,7,1
208,1.4192454,0.9168648,1.0764214,0.345303,1.1088164,0.073223695,-0.5079086,-0.013288428,0.03925914,0.58113414,-0.3287281,7.017656,1.2495822,7,1
209,1.3829051,0.9075106,1.071703,0.3924865,1.0854554,0.05233962,-0.5691979,-0.10173412,0.039050814,0.515314,-0.26972136,7.0113864,1.4011266,7,1
210,1.3429389,0.88191724,1.0674069,0.43221346,1.0665842,0.020120354,-0.62901324,-0.22193795,0.047672305,0.4141487,-0.21349066,7.025951,1.81383,7,1
211,1.2994375,0.83905524,1.0641068,0.46327078,1.0517813,-0.0087118745,-0.6873982,-0.32293397,0.06102453,0.32103112,-0.16465265,7.0846467,2.6178997,7,2
212,1.2524652,0.7845608,1.0620062,0.48776305,1.040413,-0.02380507,-0.7451054,-0.37065467,0.07483266,0.26696151,-0.12446924,7.145321,3.2533748,7,3
213,1.2020513,0.7256643,1.0609621,0.5089403,1.0318205,-0.027680453,-0.8024811,-0.3787828,0.08541904,0.24666774,-0.092536315,7.141592,3.712842,7,3
214,1.1482142,0.66678685,1.0606452,0.5291209,1.0254072,-0.026061676,-0.85955155,-0.3698837,0.091887176,0.24457394,-0.06776676,7.07667,4.1949606,7,4
215,1.0909716,0.60985714,1.0607353,0.549561,1.0206689,-0.021721028,-0.9163585,-0.3535013,0.09508439,0.25244737,-0.04890004,6.9816427,4.757359,6,4
216,1.0303357,0.5558047,1.0609963,0.57097876,1.0171974,-0.015805747,-0.97297513,-0.33288932,0.096060626,0.26645982,-0.034732137,6.903466,5.3683076,6,5
217,0.9663168,0.5051363,1.0612729,0.59380305,1.0146717,-0.009082332,-1.0294679,-0.31016284,0.095623896,0.28395635,-0.024212522,6.8569283,6.0330696,6,6
218,0.8989204,0.45803022,1.0614687,0.61824286,1.0128455,-0.0022267362,-1.0858824,-0.28735968,0.09434396,0.30266112,-0.016473068,6.8438826,6.686106,6,6
219,0.82815,0.414366,1.0615299,0.6443241,1.0115316,0.0042099943,-1.1422443,-0.26622257,0.09262417,0.3207414,-0.010822006,6.857838,7.328634,6,7
220,0.7540092,0.37379685,1.0614324,0.67193556,1.010591,0.009866181,-1.1985648,-0.24788564,0.09076121,0.33695945,-0.006722102,6.893701,7.8970137,6,7
221,0.6764992,0.33585033,1.0611746,0.7008827,1.0099202,0.014578039,-1.2548467,-0.23280212,0.088978976,0.3506801,-0.0037639556,6.9346046,8.362461,6,8
222,0.595623,0.30002508,1.0607721,0.73093545,1.0094438,0.018338045,-1.3110894,-0.22088805,0.08744265,0.36174524,-0.0016399843,6.9697347,8.776001,6,8
223,0.51139444,0.26471654,1.0602546,0.76137954,1.0091071,0.0019521349,-1.3653756,-0.28340518,0.08654776,0.31672788,-5.4444405e-05,6.87481,9.271079,6,9
224,0.42414328,0.19926128,1.0597926,0.77906597,1.0088632,-0.062683545,-1.4142473,-0.5228761,0.08802267,0.1371036,0.00075062696,5.7174687,10.818857,5,10
225,0.33385888,0.10791926,1.0596784,0.78537697,1.0086635,-0.092371814,-1.4665248,-0.62623817,0.0939047,0.052487493,0.0011442974,5.3831816,11.418993,5,11
226,0.24039029,0.0051609613,1.0600269,0.78624237,1.0084958,-0.106663644,-1.5205243,-0.6735421,0.09868884,0.010929782,0.0015683218,5.1349435,11.91352,5,11
227,0.14366087,-0.10279318,1.0606278,0.78457016,1.008348,-0.11286912,-1.5754299,-0.6948687,0.10009605,-0.0068091666,0.0016959107,4.9257727,12.347948,4,12
228,0.043631136,-0.212878,1.0612712,0.7819404,1.0081905,-0.11476355,-1.6307677,-0.7021335,0.09987531,-0.011925953,0.0013825805,4.7526298,12.708012,4,12
229,-0.05971451,-0.32347566,1.0618607,0.77916676,1.0079877,-0.11451298,-1.6862745,-0.7022462,0.09897115,-0.010819614,0.00060110143,4.6508136,12.997137,4,12
230,-0.16638385,-0.43379793,1.0623608,0.77663004,1.0077046,-0.11332385,-1.7418177,-0.6991048,0.09787144,-0.007039642,-0.0006172514,4.5623326,13.188243,4,13
231,-0.2635222,-0.44092157,1.062464,0.7723653,0.9978414,0.5389718,-1.357227,0.5667618,0.09107095,-0.029521642,-0.2339685,2.545703,17.48449,2,17
232,-0.33848748,-0.3324582,1.0566677,0.76057595,0.9733331,0.82987297,-1.0230638,0.7767245,-0.031907983,-0.18035388,-0.38050848,1.7754811,17.950985,1,17
233,-0.3956859,-0.24142095,1.0265783,0.7448849,0.9372686,0.995011,-0.76364547,0.36620867,-0.47077355,-0.12483039,-0.53947556,0.33677068,18.118313,0,18
234,-0.4394944,-0.14178489,0.9762683,0.7430943,0.8886441,1.2560847,-0.574721,0.89629805,-0.49920774,0.12725501,-0.7092026,-0.3499475,19.01712,0,19
235,-0.4742533,-0.081953004,0.90261716,0.74905753,0.8272282,1.1973184,-0.46182346,-0.13657103,-1.0070778,0.049128987,-0.87111217,-2.301705,17.75228,-2,17
236,-0.50417787,-0.045908503,0.8138346,0.76288575,0.75304884,1.3528928,-0.41040394,0.47125646,-0.8352135,0.20843458,-1.0349281,-2.3456595,18.78613,-2,18
237,-0.5327834,-0.011895883,0.7262496,0.77411115,0.66841197,1.2813262,-0.4173673,-0.023056531,-0.9939192,0.09391698,-1.1497165,-2.9854946,17.78765,-2,17
238,-0.56323844,-0.021319432,0.6328333,0.7780826,0.57513374,1.2490273,-0.46799552,-0.08569506,-0.96951693,0.03987757,-1.2605441,-3.2290637,17.469683,-3,17
239,-0.5970681,-0.048264295,0.53813523,0.77852494,0.47245955,1.2099245,-0.5253677,-0.25236133,-1.0230126,0.012326744,-1.3944792,-3.6875029,16.97665,-3,16
240,-0.63421357,-0.110298194,0.43579152,0.7772622,0.35722607,1.1584818,-0.5789074,-0.5340824,-1.1450257,0.00012521834,-1.5860837,-4.6001825,16.226278,-4,16
241,-0.6745247,-0.22457379,0.3204021,0.7753901,0.22594443,1.0954579,-0.6313278,-0.9183665,-1.3227631,-0.002431455,-1.7462162,-5.748484,15.396561,-5,15
242,-0.7180506,-0.39622912,0.190579,0.773573,0.07795841,1.0354822,-0.6864761,-1.2647853,-1.4768646,0.0006003076,-1.7462162,-6.585966,14.729156,-6,14
243,-0.7550399,-0.60079515,0.05427588,0.7723451,-0.07542125,0.8399493,-0.28490514,-1.3222456,-1.4627244,0.011894089,-1.7462162,-7.352733,13.39976,-7,13
244,-0.7600533,-0.7643633,-0.06561053,0.7719854,-0.20821829,0.68188435,0.23982191,-0.7613386,-1.111442,0.01775807,-1.6098576,-8.766043,11.651742,-8,11
245,-0.7361803,-0.8217758,-0.14971322,0.7719095,-0.32665372,0.59676945,0.6816291,0.028329127,-0.63940036,0.018847382,-1.4678105,-9.873165,10.076403,-9,10
246,-0.68821406,-0.74528813,-0.18972628,0.7716882,-0.43724504,0.56312525,1.0463398,0.9419209,-0.09703083,0.015227437,-1.4045616,-11.540012,8.566872,-11,8
247,-0.62032366,-0.605833,-0.1986719,0.7628105,-0.544642,0.39147854,1.3507091,0.8219871,0.07681406,-0.1786422,-1.3817779,-12.099849,8.062317,-12,8
248,-0.5356879,-0.46546504,-0.18481527,0.73536056,-0.6522517,0.25143382,1.6070106,0.95434135,0.4272525,-0.40037933,-1.4084212,-12.795661,7.146269,-12,7
249,-0.4371844,-0.3014331,-0.13813668,0.6873936,-0.7634769,0.11550275,1.814812,1.1239121,0.831703,-0.6378393,-1.4740463,-13.6100235,6.1359224,-13,6
250,-0.3276129,-0.10255425,-0.05241687,0.61759275,-0.88102037,-0.016637206,1.9769374,1.3985506,1.3250831,-0.8892075,-1.5710562,-14.70579,5.02123,-14,5
251,-0.20987979,0.12967765,0.07440063,0.5252594,-1.0069995,-0.17363042,2.0871909,1.5492467,1.7769363,-1.1423819,-1.6918751,-15.655286,4.090385,-15,4
252,-0.08714765,0.37020963,0.2366727,0.41046658,-1.1430289,-0.36296105,2.1450827,1.5093793,2.1399055,-1.3929946,-1.7462162,-16.318237,3.1068249,-16,3
253,0.03761904,0.60298,0.43031344,0.2731678,-1.2903728,-0.5659983,2.1551445,1.4510452,2.4982812,-1.6462629,-1.7462162,-17.115307,2.2218223,-17,2
254,0.16127983,0.8317942,0.6557275,0.11246584,-1.446935,-0.7534802,2.1094663,1.4623309,2.8699317,-1.9179288,-1.7462162,-17.971241,1.6871078,-17,1
255,0.2802434,1.062675,0.9114442,-0.07337737,-1.6061084,-0.9136478,1.9972346,1.4789516,3.194652,-2.2102408,-1.7462162,-18.564127,1.3435055,-18,1
256,0.38966462,1.2612867,1.1698366,-0.2768264,-1.7347958,-1.0063869,1.789522,-0.016154632,2.3061545,-2.287506,-1.0766113,-19.593208,-0.62247026,-19,0
257,0.48845014,1.0878358,1.2922373,-0.4654755,-1.7849052,-1.005735,1.6609479,-1.9284036,0.8499818,-1.907343,-0.30133793,-16.894032,-5.582056,-16,-5
258,0.5811236,0.7164714,1.3222419,-0.62127197,-1.7919284,-0.93041086,1.5798969,-2.6470506,0.11395302,-1.5493692,0.07828928,-15.9398155,-6.1551814,-15,-6
259,0.6698381,0.2896223,1.3075061,-0.74588567,-1.7782304,-0.8106701,1.5261031,-2.6971383,-0.21881177,-1.2086555,0.27672246,-15.2981825,-6.5269995,-15,-6
260,0.75583243,-0.11245268,1.2742796,-0.8409666,-1.7492709,-0.6558866,1.4883677,-2.3714907,-0.33444884,-0.8863111,0.48085433,-14.518025,-7.0573144,-14,-7
261,0.84005326,-0.44743004,1.236359,-0.9077065,-1.7059963,-0.48806658,1.4661996,-1.8669266,-0.33994263,-0.57240164,0.6480061,-13.448896,-7.8906894,-13,-7
262,0.9234759,-0.697932,1.2004589,-0.94634426,-1.6553072,-0.32876232,1.4609233,-1.3097316,-0.29525936,-0.2558039,0.6733188,-12.341352,-8.862378,-12,-8
263,1.0069866,-0.86054504,1.1693798,-0.9565202,-1.608144,-0.18328665,1.4684808,-0.7554911,-0.23289272,0.06595105,0.5567768,-11.486098,-10.085548,-11,-10
264,1.0910422,-0.9362223,1.1438502,-0.93802744,-1.5708809,-0.041508526,1.4784068,-0.20693412,-0.1694708,0.38713542,0.4166483,-10.608283,-11.103753,-10,-11
265,1.1754774,-0.92559063,1.1234714,-0.8911308,-1.5413148,0.105864584,1.480403,0.3416721,-0.11484656,0.70289606,0.357073,-9.633394,-12.1106205,-9,-12
266,1.2596551,-0.828248,1.1075146,-0.8163056,-1.5127232,0.25962478,1.4690435,0.89534724,-0.068081774,1.013406,0.3912335,-7.7044616,-13.262378,-7,-13
267,1.3419881,-0.6620755,1.0954288,-0.7210898,-1.4789379,0.34289244,1.4191989,1.2159021,-0.026344398,1.1600355,0.49165708,-6.8054423,-13.97319,-6,-13
268,1.4205781,-0.46039551,1.0865469,-0.6181861,-1.4361836,0.3714174,1.3446884,1.347166,0.005878113,1.1856724,0.6237506,-6.124433,-14.639883,-6,-14
269,1.4946951,-0.2366103,1.0800846,-0.51187366,-1.3831173,0.40851682,1.2694641,1.4975938,0.0296794,1.2364382,0.75900716,-5.4252663,-15.533127,-5,-15
270,1.5643984,0.019333528,1.075389,-0.39731094,-1.3192883,0.47998652,1.1963687,1.7565689,0.046850547,1.37064,0.9027572,-4.597517,-16.678009,-4,-16
271,1.6296418,0.31887367,1.07157,-0.26840356,-1.24589,0.56347513,1.1198001,2.054474,0.05126496,1.5578996,1.0071281,-3.92728,-17.532146,-3,-17
272,1.6899765,0.6287732,1.0620285,-0.12798212,-1.1691195,0.5542709,1.0340781,1.888065,-0.085148335,1.6285577,0.990424,-3.2702098,-17.564232,-3,-17
273,1.7450373,0.8922583,1.0373176,0.015145227,-1.0934308,0.49814922,0.94449645,1.4643383,-0.29751053,1.6185172,0.9791132,-1.8636177,-17.254622,-1,-17
274,1.7946184,1.0927954,0.99816406,0.15304421,-1.0154735,0.4275935,0.85148174,1.0871255,-0.41737223,1.5114574,1.0491607,-0.57564574,-16.534245,0,-16
275,1.8386382,1.2417527,0.95508325,0.27547452,-0.928771,0.33917832,0.75929505,0.8079475,-0.38800123,1.2719426,1.2057741,0.8595994,-15.10891,0,-15
276,1.8773543,1.3548863,0.9189785,0.37375277,-0.82798773,0.25023866,0.67413867,0.6313012,-0.25706357,0.97021204,1.414167,1.9238764,-13.441404,1,-13
277,1.9112109,1.4463505,0.89627963,0.44492432,-0.71021104,0.1711381,0.59636915,0.53221047,-0.07975581,0.6643923,1.6463103,2.415824,-11.788142,2,-11
278,1.9405744,1.5285394,0.8902979,0.4897838,-0.5741605,0.106579416,0.52341384,0.51315516,0.12734869,0.38042104,1.7532837,2.5404377,-10.714522,2,-10
279,1.96567,1.6115463,0.9033933,0.50967467,-0.41927576,0.048646335,0.4533548,0.5424553,0.3589263,0.10470876,1.7532837,2.5835598,-9.860557,2,-9
280,1.9866612,1.6958411,0.936253,0.5044625,-0.24542876,-0.017117774,0.38591027,0.52958494,0.58185244,-0.18228868,1.7532837,2.6120875,-9.241049,2,-9
281,2.0036383,1.7731398,0.98697364,0.47400633,-0.05277731,-0.08806553,0.31889775,0.45356086,0.7696955,-0.46118587,1.7532837,2.645894,-8.836997,2,-8
282,2.0165613,1.8370008,1.0528961,0.41992,0.15846907,-0.16033484,0.25069845,0.2984879,0.8971018,-0.71015,1.7532837,2.698907,-8.536321,2,-8
283,2.0256155,1.7859654,1.0999017,0.3474438,0.38816598,-0.3011004,0.18866803,-0.86109626,0.41824806,-0.8781448,1.7532837,4.4645834,-6.5684905,4,-6
284,2.0307589,1.6205848,1.1166532,0.27286425,0.6357998,-0.29822505,0.12196544,-1.1968637,0.17898294,-0.7562444,1.7532837,4.596755,-6.507297,4,-6
285,2.032218,1.4439836,1.118385,0.21915892,0.90065306,-0.19482274,0.06735993,-1.0253582,0.061298925,-0.40983355,1.7532837,4.7063584,-6.5389605,4,-6
286,2.0337658,1.3100895,1.1129013,0.19880168,1.1305313,-0.15237615,0.15050583,-0.61811846,0.0069790734,0.009716231,1.7532837,4.8887095,-6.596621,4,-6
287,2.0404654,1.2420121,1.1013445,0.21578035,1.2251275,-0.1016187,0.19843061,-0.25565317,-0.08898926,0.40239343,0.6277292,8.100055,-1.859805,8,-1
288,2.0481899,1.212176,1.0796552,0.26205617,1.2439364,-0.06384257,0.19065435,-0.12972923,-0.22502631,0.6698014,-0.049576554,8.456163,-1.6479555,8,-1
289,2.0544431,1.2020844,1.0487899,0.32867992,1.2265689,-0.024242496,0.1520949,-0.0016911211,-0.2996793,0.8602847,-0.3480972,8.649513,-1.5524112,8,-1
290,2.057834,1.2030739,1.0109223,0.40933853,1.1948442,0.0003749942,0.09658078,0.013335059,-0.3858444,0.98540723,-0.44381103,8.716698,-1.5308414,8,-1
291,2.0576065,1.2003675,0.96538776,0.4989221,1.1601256,0.011708436,0.032154225,-0.047432173,-0.47587714,1.0609281,-0.43814948,8.76176,-1.5144227,8,-1
292,2.0533893,1.1851603,0.9124841,0.59339637,1.1278399,0.012305883,-0.03613187,-0.14497267,-0.55525845,1.0953819,-0.38752672,8.810369,-1.4993126,8,-1
293,2.0450654,1.1537565,0.8537742,0.6890772,1.1001675,0.0028500617,-0.10468076,-0.25307778,-0.6093985,1.0881944,-0.3220864,8.86912,-1.4837106,8,-1
294,2.0327952,1.1008772,0.79223347,0.7796364,1.0775964,-0.08407928,-0.1598604,-0.58466756,-0.6038835,0.8344277,-0.25678667,9.108958,-1.4134754,9,-1
295,2.018155,0.9884971,0.74373674,0.8270616,1.0598065,-0.21957368,-0.19361186,-0.78226215,-0.33239406,0.3215026,-0.19903317,9.454955,-1.3263062,9,-1
296,2.0011709,0.9116928,0.73014176,0.8412029,1.0460799,-0.22374377,-0.2379882,-0.16007727,0.2011047,0.064228825,-0.15144432,14.815458,-2.7856965,14,-2
297,1.9813424,0.9085139,0.7507057,0.8391256,1.0355635,-0.22409692,-0.28833115,0.13937093,0.45497003,-0.055521134,-0.115359016,14.23822,-3.3114219,14,-3
298,1.9583772,0.9405604,0.78717136,0.8299106,1.0275422,-0.2217593,-0.3424289,0.2797161,0.56778413,-0.1032255,-0.086620644,13.847724,-3.3661554,13,-3
299,1.9321092,0.9907858,0.8308958,0.81832874,1.021502,-0.21554203,-0.3984216,0.3657222,0.6224491,-0.11292263,-0.06387386,13.539808,-3.1814828,13,-3
300,1.9024684,1.0508775,0.8776013,0.8067914,1.0170238,-0.20960142,-0.45498338,0.40253326,0.6366576,-0.10463075,-0.04600626,13.324925,-2.9160483,13,-2
301,1.8694639,1.1128815,0.9244666,0.7958483,1.0137703,-0.20967391,-0.5107519,0.3874792,0.6264104,-0.10189215,-0.03202384,13.174485,-2.5646846,13,-2
302,1.8332045,1.1672258,0.97032267,0.7830825,1.0114748,-0.2267897,-0.5637844,0.30517942,0.6134473,-0.14544047,-0.021088308,13.037126,-1.9675798,13,-1
303,1.7938011,1.2100662,1.0163405,0.7652519,1.0099281,-0.24888748,-0.6159175,0.24114221,0.6300901,-0.2154041,-0.012549921,12.906473,-1.359706,12,-1
304,1.7512913,1.2408612,1.0637212,0.7404634,1.0089581,-0.29062402,-0.666292,-0.019954257,0.5463056,-0.2961817,-0.0060515036,12.885264,-0.6311148,12,0
305,1.7058823,1.1870157,1.0896745,0.7096854,1.0084274,-0.3557977,-0.71465635,-0.61200064,0.26526046,-0.35648477,-0.0011157733,9.815263,2.59428,9,2
306,1.6572659,1.0816178,1.098135,0.681405,1.0081766,-0.33517647,-0.7729398,-0.70034957,0.13002118,-0.23965216,0.0014278851,9.595019,2.7668526,9,2
307,1.6050946,0.9802002,1.0981787,0.66644496,1.0080699,-0.28015715,-0.83334017,-0.5732847,0.064958334,-0.057606384,0.0027328988,9.096506,3.0930724,9,3
308,1.5494075,0.896782,1.0944415,0.66429394,1.0080398,-0.24645104,-0.89060324,-0.47839236,0.039034087,0.047785345,0.0034699696,8.629661,3.410839,8,3
309,1.4903493,0.8257739,1.0894336,0.6691271,1.0080519,-0.22896804,-0.9460435,-0.4194083,0.03342288,0.099139236,0.0038534456,8.33055,3.6869473,8,3
310,1.4279997,0.762672,1.0844117,0.67730916,1.0080839,-0.21987641,-1.0006278,-0.38002703,0.03744555,0.12295665,0.00401414,8.105351,3.9941578,8,3
